category,author,url,title,author_latin,keywords,title_latin,date,filename
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26709,«Olimpiakostinmu» yeŋilip qaldi,Boyiche admin -,,«Olimpiakostinmu» yéngilip qaldi,31 oktyabrya 2016,26709.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26711,Jut aktivistliriğa hšrmät kšrsitildi,Boyiche admin -,,Zhut aktiwistlirigha hörmet körsitildi,31 oktyabrya 2016,26711.txt
,,http://uyguravazi.kazgazeta.kz/?p=26712,100 yash,,,100 yash,15 yanvarya 2020,26712.txt
,,http://uyguravazi.kazgazeta.kz/?p=26713,mashrap,,,mashrap,15 yanvarya 2020,26713.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26715,Bir mälidä çoŋ bolduq…,Boyiche admin -,,Bir melide chong bolduq…,31 oktyabrya 2016,26715.txt
,,http://uyguravazi.kazgazeta.kz/?p=26716,mmansurov,,,mmansurow,15 yanvarya 2020,26716.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26718,Hayatini jillarğa oğrilatmiğan,Boyiche admin -,,Hayatini zhillargha oghrilatmighan,31 oktyabrya 2016,26718.txt
,,http://uyguravazi.kazgazeta.kz/?p=26719,kfvfkdjn aka,,,kfwfkdzhn aka,15 yanvarya 2020,26719.txt
,,http://uyguravazi.kazgazeta.kz/?p=26720,kfvfkdjn aka,,,kfwfkdzhn aka,15 yanvarya 2020,26720.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26722,İҗadiy konkurs yäküni çiqirildi,Boyiche admin -,,Ijadiy konkurs yeküni chiqirildi,31 oktyabrya 2016,26722.txt
,,http://uyguravazi.kazgazeta.kz/?p=26723,ijai,,,izhai,15 yanvarya 2020,26723.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26725,«Män «tuğulğan  šyümgä» qaytip käldim»,Boyiche admin -,,«Men «tughulghan  öyümge» qaytip keldim»,31 oktyabrya 2016,26725.txt
,,http://uyguravazi.kazgazeta.kz/?p=26726,toxtasun,,,toxtasun,15 yanvarya 2020,26726.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26728,Mustäqillikniŋ 25 jilliğiğa beğişlandi,Boyiche admin -,,Musteqillikning 25 zhillighigha béghishlandi,31 oktyabrya 2016,26728.txt
,,http://uyguravazi.kazgazeta.kz/?p=26729,Kaz_00249-100,,,Kaz_00249-100,15 yanvarya 2020,26729.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26731,Mäktäptiki kiyim ülgisi qanun tälivigä muvapiq boluşi keräk,Boyiche admin -,,Mekteptiki kiyim ülgisi qanun teliwige muwapiq bolushi kérek,31 oktyabrya 2016,26731.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26733,Yaş ğunçilärgä  ğämhorluq,Boyiche admin -,,Yash ghunchilerge  ghemhorluq,31 oktyabrya 2016,26733.txt
,,http://uyguravazi.kazgazeta.kz/?p=26734,ktnta,,,ktnta,15 yanvarya 2020,26734.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26736,«Kazakh TVniŋ» yeŋi näpäsi,Boyiche admin -,,«Kazakh TWning» yéngi nepesi,31 oktyabrya 2016,26736.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26738,Vatsaptin toğra paydilinişni bilimizmu?,Boyiche admin -,,Watsaptin toghra paydilinishni bilimizmu?,31 oktyabrya 2016,26738.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26741,Asasiy mähsät – ähbaratliq käŋlikniŋ dairisini käŋäytiş,Boyiche admin -,,Asasiy mehset – ehbaratliq kenglikning dairisini kengeytish,31 oktyabrya 2016,26741.txt
,,http://uyguravazi.kazgazeta.kz/?p=26742,97626-image,,,97626-imagé,15 yanvarya 2020,26742.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26744,Prezident sšhbät bärdi,Boyiche admin -,,Prézidént söhbet berdi,31 oktyabrya 2016,26744.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26746,Prezident hozurida,Boyiche admin -,,Prézidént hozurida,31 oktyabrya 2016,26746.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26748,Abu-Dabidiki uçrişiş,Boyiche admin -,,Abu-Dabidiki uchrishish,31 oktyabrya 2016,26748.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26750,Çärçändiki çilançi qizlar,Boyiche admin -,,Cherchendiki chilanchi qizlar,31 oktyabrya 2016,26750.txt
,,http://uyguravazi.kazgazeta.kz/?p=26751,zhilan,,,zhilan,15 yanvarya 2020,26751.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26753,Jigitbaşliri: muştirilarniŋ sani jigirmä miŋdin kam bolmasliği keräk,Boyiche admin -,,Zhigitbashliri: mushtirilarning sani zhigirme mingdin kam bolmaslighi kérek,31 oktyabrya 2016,26753.txt
,,http://uyguravazi.kazgazeta.kz/?p=26754,Jigit,,,Zhigit,15 yanvarya 2020,26754.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26756,Prezident Säüdiyä Äräpstanida boldi,Boyiche admin -,,Prézidént Seüdiye Erepstanida boldi,31 oktyabrya 2016,26756.txt
,,http://uyguravazi.kazgazeta.kz/?p=26757,1bat,,,1bat,15 yanvarya 2020,26757.txt
,,http://uyguravazi.kazgazeta.kz/?p=26762,2016-43,,,2016-43,15 yanvarya 2020,26762.txt
,,http://uyguravazi.kazgazeta.kz/?p=26763,2016-43,,,2016-43,15 yanvarya 2020,26763.txt
,,http://uyguravazi.kazgazeta.kz/?p=26767,2016-44,,,2016-44,15 yanvarya 2020,26767.txt
,,http://uyguravazi.kazgazeta.kz/?p=26768,2016-44,,,2016-44,15 yanvarya 2020,26768.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26769,Oçuq huҗum,Boyiche admin -,,Ochuq hujum,3 noyabrya 2016,26769.txt
,,http://uyguravazi.kazgazeta.kz/?p=26770,shax,,,shax,15 yanvarya 2020,26770.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26772,Puşpak ussuli,Boyiche admin -,,Pushpak ussuli,3 noyabrya 2016,26772.txt
,,http://uyguravazi.kazgazeta.kz/?p=26773,ussul,,,ussul,15 yanvarya 2020,26773.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26775,Yähudiylarniŋ säkkiz qaidisi,Boyiche admin -,,Yehudiylarning sekkiz qaidisi,3 noyabrya 2016,26775.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26777,Paydiliq mäslihätlär,Boyiche admin -,,Paydiliq meslihetler,3 noyabrya 2016,26777.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26779,Zağunluqtin tepilğan ätiqilär,Boyiche admin -,,Zaghunluqtin tépilghan etiqiler,3 noyabrya 2016,26779.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26781,«Biz bähitlik ailä»,Boyiche admin -,,«Biz behitlik aile»,3 noyabrya 2016,26781.txt
,,http://uyguravazi.kazgazeta.kz/?p=26782,12bat,,,12bat,15 yanvarya 2020,26782.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26784,Amerika İndiana universitetida uyğur tili vä sän°iti tonuşturuldi,Boyiche admin -,,Amérika Indiana uniwérsitétida uyghur tili we sen'iti tonushturuldi,3 noyabrya 2016,26784.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26786,Diqqät! Diqqät! Diqqät!,Boyiche admin -,,Diqqet! Diqqet! Diqqet!,3 noyabrya 2016,26786.txt
,,http://uyguravazi.kazgazeta.kz/?p=26787,rek,,,rék,15 yanvarya 2020,26787.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26789,«Sän°ät keläçäklirigä» — aq yol,Boyiche admin -,,«Sen'et kélecheklirige» — aq yol,3 noyabrya 2016,26789.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26791,Sportçilirimiz mukapatsiz qalmidi,Boyiche admin -,,Sportchilirimiz mukapatsiz qalmidi,3 noyabrya 2016,26791.txt
,,http://uyguravazi.kazgazeta.kz/?p=26792,sport,,,sport,15 yanvarya 2020,26792.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26794,Çempionat pällisigä yätti,Boyiche admin -,,Chémpionat pellisige yetti,3 noyabrya 2016,26794.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26796,Bovamni äsläp,Boyiche admin -,,Bowamni eslep,3 noyabrya 2016,26796.txt
,,http://uyguravazi.kazgazeta.kz/?p=26797,uadnama,,,uadnama,15 yanvarya 2020,26797.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26799,"Qälbimizdä haman siz, Ana!",Boyiche admin -,,"Qelbimizde haman siz, Ana!",3 noyabrya 2016,26799.txt
,,http://uyguravazi.kazgazeta.kz/?p=26800,uadn,,,uadn,15 yanvarya 2020,26800.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26802,Jut atisi edi,Boyiche admin -,,Zhut atisi édi,3 noyabrya 2016,26802.txt
,,http://uyguravazi.kazgazeta.kz/?p=26803,jyt,,,zhyt,15 yanvarya 2020,26803.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26805,Şäriqni qoğdiğan җäŋçi edi,Boyiche admin -,,Sheriqni qoghdighan jengchi édi,3 noyabrya 2016,26805.txt
,,http://uyguravazi.kazgazeta.kz/?p=26806,sharik,,,sharik,15 yanvarya 2020,26806.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26808,Uyğur dadamni vä uyğur qerindaşlirimni izdäymän,Boyiche admin -,,Uyghur dadamni we uyghur qérindashlirimni izdeymen,3 noyabrya 2016,26808.txt
,,http://uyguravazi.kazgazeta.kz/?p=26809,georgi,,,géorgi,15 yanvarya 2020,26809.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26811,Büyük alimniŋ bizgä namälum qiri,Boyiche admin -,,Büyük alimning bizge namelum qiri,3 noyabrya 2016,26811.txt
,,http://uyguravazi.kazgazeta.kz/?p=26812,kuddus aka,,,kuddus aka,15 yanvarya 2020,26812.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26814,"Kimniŋ näslisän, kimdin tšräldiŋ?",Boyiche admin -,,"Kimning neslisen, kimdin törelding?",3 noyabrya 2016,26814.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26816,Şeiriyät beğiniŋ bulbuli,Boyiche admin -,,Shéiriyet béghining bulbuli,3 noyabrya 2016,26816.txt
,,http://uyguravazi.kazgazeta.kz/?p=26817,adabi,,,adabi,15 yanvarya 2020,26817.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26819,Sinaqtin 500 adämla štälidi,Boyiche admin -,,Sinaqtin 500 ademla ötelidi,3 noyabrya 2016,26819.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26821,«Atiğa qarap oğul šsär…»,Boyiche admin -,,«Atigha qarap oghul öser…»,3 noyabrya 2016,26821.txt
,,http://uyguravazi.kazgazeta.kz/?p=26822,akram,,,akram,15 yanvarya 2020,26822.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26824,Nemis alimi bilän uyğur tilida sšzläştuq,Boyiche admin -,,Némis alimi bilen uyghur tilida sözleshtuq,3 noyabrya 2016,26824.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26826,"Dopa kiysäkla, biz uyğurmu?",Boyiche admin -,,"Dopa kiysekla, biz uyghurmu?",3 noyabrya 2016,26826.txt
,,http://uyguravazi.kazgazeta.kz/?p=26827,dopa,,,dopa,15 yanvarya 2020,26827.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26829,«Arminim hälqimgä hizmät qiliş»,Boyiche admin -,,«Arminim helqimge hizmet qilish»,3 noyabrya 2016,26829.txt
,,http://uyguravazi.kazgazeta.kz/?p=26830,munira,,,munira,15 yanvarya 2020,26830.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26832,Yättä ävlat baş qoştuq,Boyiche admin -,,Yette ewlat bash qoshtuq,3 noyabrya 2016,26832.txt
,,http://uyguravazi.kazgazeta.kz/?p=26833,iatta,,,iatta,15 yanvarya 2020,26833.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26835,"Özäm här җaydimän, kšŋlüm sändidur",Boyiche admin -,,"Özem her jaydimen, könglüm sendidur",3 noyabrya 2016,26835.txt
,,http://uyguravazi.kazgazeta.kz/?p=26836,strannik_1500x1125,,,strannik_1500x1125,15 yanvarya 2020,26836.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26839,Puşayman vijdanniŋ äkis sadasi,Boyiche admin -,,Pushayman wizhdanning ekis sadasi,3 noyabrya 2016,26839.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26841,Şeirliri qälblärgä kšmülgän,Boyiche admin -,,Shéirliri qelblerge kömülgen,3 noyabrya 2016,26841.txt
,,http://uyguravazi.kazgazeta.kz/?p=26842,mamatkulov,,,mamatkulow,15 yanvarya 2020,26842.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26844,Diniy ekstremizm –diniy savatsizliqniŋ aqiviti,Boyiche admin -,,Diniy ékstrémizm –diniy sawatsizliqning aqiwiti,3 noyabrya 2016,26844.txt
,,http://uyguravazi.kazgazeta.kz/?p=26845,dind,,,dind,15 yanvarya 2020,26845.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26847,Avatliq җäŋçiniŋ qäbri 73 jildin keyin Ukrainidin  tepildi,Boyiche admin -,,Awatliq jengchining qebri 73 zhildin kéyin Ukrainidin  tépildi,3 noyabrya 2016,26847.txt
,,http://uyguravazi.kazgazeta.kz/?p=26848,avat,,,awat,15 yanvarya 2020,26848.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26850,Huş käypiyat beğişliğan kontsert,Boyiche admin -,,Hush keypiyat béghishlighan kontsért,3 noyabrya 2016,26850.txt
,,http://uyguravazi.kazgazeta.kz/?p=26851,Screenshot,,,Scréénshot,15 yanvarya 2020,26851.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26853,Çonҗidiki qändälät tsehiğa märhämät!,Boyiche admin -,,Chonjidiki qendelet tséhigha merhemet!,3 noyabrya 2016,26853.txt
,,http://uyguravazi.kazgazeta.kz/?p=26854,zhundja,,,zhundzha,15 yanvarya 2020,26854.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26856,«Ayat» bizgä yat ämäs,Boyiche admin -,,«Ayat» bizge yat emes,3 noyabrya 2016,26856.txt
,,http://uyguravazi.kazgazeta.kz/?p=26857,ayt,,,ayt,15 yanvarya 2020,26857.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26859,Yeŋi räis saylandi,Boyiche admin -,,Yéngi reis saylandi,3 noyabrya 2016,26859.txt
,,http://uyguravazi.kazgazeta.kz/?p=26860,tajidin,,,tazhidin,15 yanvarya 2020,26860.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26862,«Qazaqstan – meniŋ hayatim vä täğdirim»,Boyiche admin -,,«Qazaqstan – méning hayatim we teghdirim»,3 noyabrya 2016,26862.txt
,,http://uyguravazi.kazgazeta.kz/?p=26863,Kaz_,,,Kaz_,15 yanvarya 2020,26863.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26865,Uyğurşunas alimlar Rossiyadä baş qoşti,Boyiche admin -,,Uyghurshunas alimlar Rossiyade bash qoshti,3 noyabrya 2016,26865.txt
,,http://uyguravazi.kazgazeta.kz/?p=26866,zvening,,,zwéning,15 yanvarya 2020,26866.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26868,İradisini heçkim sunduralmiğan,Boyiche admin -,,Iradisini héchkim sunduralmighan,3 noyabrya 2016,26868.txt
,,http://uyguravazi.kazgazeta.kz/?p=26869,iskandarov,,,iskandarow,15 yanvarya 2020,26869.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26871,"Bärginidin, beridiğini tola edi",Boyiche admin -,,"Berginidin, béridighini tola édi",3 noyabrya 2016,26871.txt
,,http://uyguravazi.kazgazeta.kz/?p=26872,uarkin,,,uarkin,15 yanvarya 2020,26872.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26875,Jüräktiki ilham otliri,Boyiche admin -,,Zhürektiki ilham otliri,3 noyabrya 2016,26875.txt
,,http://uyguravazi.kazgazeta.kz/?p=26876,jurak,,,zhurak,15 yanvarya 2020,26876.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26878,Qälb qäsidisi,Boyiche admin -,,Qelb qesidisi,3 noyabrya 2016,26878.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26880,Dostluq šyidiki qälb sadasi,Boyiche admin -,,Dostluq öyidiki qelb sadasi,3 noyabrya 2016,26880.txt
,,http://uyguravazi.kazgazeta.kz/?p=26881,dost,,,dost,15 yanvarya 2020,26881.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26883,Mukapatliq orundin kšründi,Boyiche admin -,,Mukapatliq orundin köründi,3 noyabrya 2016,26883.txt
,,http://uyguravazi.kazgazeta.kz/?p=26884,mukapat,,,mukapat,15 yanvarya 2020,26884.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26886,«Putaqni» päqät häsäthorlarla çiqiridu,Boyiche admin -,,«Putaqni» peqet hesethorlarla chiqiridu,3 noyabrya 2016,26886.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26888,Birlikniŋ bärpakarliq küçi,Boyiche admin -,,Birlikning berpakarliq küchi,3 noyabrya 2016,26888.txt
,,http://uyguravazi.kazgazeta.kz/?p=26889,98462-preview-image,,,98462-préwiéw-imagé,15 yanvarya 2020,26889.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26891,Prezident hozurida,Boyiche admin -,,Prézidént hozurida,3 noyabrya 2016,26891.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26893,«Täuelsiz Qazaqstan» poezi yolğa çiqti,Boyiche admin -,,«Teuélsiz Qazaqstan» poézi yolgha chiqti,3 noyabrya 2016,26893.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26895,Pavil'onlar tapşuruldi,Boyiche admin -,,Pawilonlar tapshuruldi,3 noyabrya 2016,26895.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26897,Bağvänçilik,Boyiche admin -,,Baghwenchilik,3 noyabrya 2016,26897.txt
,,http://uyguravazi.kazgazeta.kz/?p=26898,meva,,,méwa,15 yanvarya 2020,26898.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26900,Telefon arqiliq sšzläşti,Boyiche admin -,,Téléfon arqiliq sözleshti,3 noyabrya 2016,26900.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26902,Jigitbaşliri: muştirilarniŋ sani jigirmä miŋdin kam bolmasliği keräk,Boyiche admin -,,Zhigitbashliri: mushtirilarning sani zhigirme mingdin kam bolmaslighi kérek,3 noyabrya 2016,26902.txt
,,http://uyguravazi.kazgazeta.kz/?p=26903,mushtiri,,,mushtiri,15 yanvarya 2020,26903.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26905,Täziyä telegrammilirini yollidi,Boyiche admin -,,Teziye télégrammilirini yollidi,3 noyabrya 2016,26905.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26907,Dšlätçilikniŋ şäkillinişi,Boyiche admin -,,Döletchilikning shekillinishi,3 noyabrya 2016,26907.txt
,,http://uyguravazi.kazgazeta.kz/?p=26908,1bat,,,1bat,15 yanvarya 2020,26908.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26910,Nätiҗidarliq täminländi,Boyiche admin -,,Netijidarliq teminlendi,3 noyabrya 2016,26910.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26912,Tävällud egisini täbriklidi,Boyiche admin -,,Tewellud égisini tebriklidi,3 noyabrya 2016,26912.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26920,İnternet — lätipä,Boyiche admin -,,Intérnét — letipe,10 noyabrya 2016,26920.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26922,Eşäk baqmiçiliği,Boyiche admin -,,Éshek baqmichilighi,10 noyabrya 2016,26922.txt
,,http://uyguravazi.kazgazeta.kz/?p=26923,eshak,,,éshak,15 yanvarya 2020,26923.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26925,Dadamğa,Boyiche admin -,,Dadamgha,10 noyabrya 2016,26925.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26927,Stambuldiki uyğur yasliliri,Boyiche admin -,,Stambuldiki uyghur yasliliri,10 noyabrya 2016,26927.txt
,,http://uyguravazi.kazgazeta.kz/?p=26928,stam,,,stam,15 yanvarya 2020,26928.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26930,Bähitlik hayat käçürüvatqanliğiŋizniŋ toqquz bälgüsi,Boyiche admin -,,Behitlik hayat kechürüwatqanlighingizning toqquz belgüsi,10 noyabrya 2016,26930.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26932,Musälläs,Boyiche admin -,,Muselles,10 noyabrya 2016,26932.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26934,«Biz bähitlik ailä»,Boyiche admin -,,«Biz behitlik aile»,10 noyabrya 2016,26934.txt
,,http://uyguravazi.kazgazeta.kz/?p=26935,8bat,,,8bat,15 yanvarya 2020,26935.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26937,Qedimiy kava uruği,Boyiche admin -,,Qédimiy kawa urughi,10 noyabrya 2016,26937.txt
,,http://uyguravazi.kazgazeta.kz/?p=26938,ava,,,awa,15 yanvarya 2020,26938.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26940,Näzäriyäviy imkaniyättinmu ayrildi,Boyiche admin -,,Nezeriyewiy imkaniyettinmu ayrildi,10 noyabrya 2016,26940.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26942,Hämzäk palvan,Boyiche admin -,,Hemzek palwan,10 noyabrya 2016,26942.txt
,,http://uyguravazi.kazgazeta.kz/?p=26943,uadnama,,,uadnama,15 yanvarya 2020,26943.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26945,«İradä» yäkkä kontsert bärdi,Boyiche admin -,,«Irade» yekke kontsért berdi,10 noyabrya 2016,26945.txt
,,http://uyguravazi.kazgazeta.kz/?p=26946,irada,,,irada,15 yanvarya 2020,26946.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26948,İşbilärmän ana edi,Boyiche admin -,,Ishbilermen ana édi,10 noyabrya 2016,26948.txt
,,http://uyguravazi.kazgazeta.kz/?p=26949,ishbilar,,,ishbilar,15 yanvarya 2020,26949.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26951,Mätbää tehnikisini uyğurlar käşip qilğan,Boyiche admin -,,Metbee téhnikisini uyghurlar keship qilghan,10 noyabrya 2016,26951.txt
,,http://uyguravazi.kazgazeta.kz/?p=26952,uzn_1413631960,,,uzn_1413631960,15 yanvarya 2020,26952.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26954,Jutdaşliriğa hizmät qiliş – ularniŋ arzu-armini,Boyiche admin -,,Zhutdashlirigha hizmet qilish – ularning arzu-armini,10 noyabrya 2016,26954.txt
,,http://uyguravazi.kazgazeta.kz/?p=26955,dautov,,,dautow,15 yanvarya 2020,26955.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26957,«Yasmin» baş mukapatqa erişti,Boyiche admin -,,«Yasmin» bash mukapatqa érishti,10 noyabrya 2016,26957.txt
,,http://uyguravazi.kazgazeta.kz/?p=26958,kizlar,,,kizlar,15 yanvarya 2020,26958.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26960,Uyğur kompozitoriniŋ muzıkisi yaŋridi,Boyiche admin -,,Uyghur kompozitorining muzikisi yangridi,10 noyabrya 2016,26960.txt
,,http://uyguravazi.kazgazeta.kz/?p=26961,sannat,,,sannat,15 yanvarya 2020,26961.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26963,Yaşanğanlar bäs-bäskä çüşti,Boyiche admin -,,Yashanghanlar bes-beske chüshti,10 noyabrya 2016,26963.txt
,,http://uyguravazi.kazgazeta.kz/?p=26964,joxargul,,,zhoxargul,15 yanvarya 2020,26964.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26966,Din  sahasidiki  säyasät çüşändürüldi,Boyiche admin -,,Din  sahasidiki  seyaset chüshendürüldi,10 noyabrya 2016,26966.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26968,Kšpjilliq ämgigi munasip bahalandi,Boyiche admin -,,Köpzhilliq emgigi munasip bahalandi,10 noyabrya 2016,26968.txt
,,http://uyguravazi.kazgazeta.kz/?p=26969,usurov,,,usurow,15 yanvarya 2020,26969.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26971,«Arminim – issiq suda däm eliş»,Boyiche admin -,,«Arminim – issiq suda dem élish»,10 noyabrya 2016,26971.txt
,,http://uyguravazi.kazgazeta.kz/?p=26972,vladimir,,,wladimir,15 yanvarya 2020,26972.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26974,Maestro,Boyiche admin -,,Maéstro,10 noyabrya 2016,26974.txt
,,http://uyguravazi.kazgazeta.kz/?p=26975,maestro,,,maéstro,15 yanvarya 2020,26975.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26977,«Uyğur avaziniŋ» tirajini20 miŋğa yätküzüşimiz keräk»,Boyiche admin -,,«Uyghur awazining» tirazhini20 minggha yetküzüshimiz kérek»,10 noyabrya 2016,26977.txt
,,http://uyguravazi.kazgazeta.kz/?p=26978,jigitbash,,,zhigitbash,15 yanvarya 2020,26978.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26980,«Başlanğuç sinip oquğuçiliriniŋ iҗadiyitini aşuruş yolliri»,Boyiche admin -,,«Bashlanghuch sinip oqughuchilirining ijadiyitini ashurush yolliri»,10 noyabrya 2016,26980.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26982,Teçliq vä behätärlikkä qarap,Boyiche admin -,,Téchliq we béheterlikke qarap,10 noyabrya 2016,26982.txt
,,http://uyguravazi.kazgazeta.kz/?p=26983,Kaz_00249-100,,,Kaz_00249-100,15 yanvarya 2020,26983.txt
,Boyiçä admin -,http://uyguravazi.kazgazeta.kz/?p=26985,Mäyräm mehmanliri –  qälbi mehir-şäpqätkä tolup-taşqan anilar,Boyiche admin -,,Meyrem méhmanliri –  qelbi méhir-shepqetke tolup-tashqan anilar,10 noyabrya 2016,26985.txt
,,http://uyguravazi.kazgazeta.kz/?p=26986,anilar,,,anilar,15 yanvarya 2020,26986.txt
